target,tar_desc
11/4349855,"A word cloud featuring health-related terms such as 'wellness', 'nutrition', 'fitness', 'exercise', 'healthcare', and 'diet' arranged in a dynamic, three-dimensional layout against a blue background."
100/1010996051,"A panoramic view of a sprawling cityscape under a clear blue sky with scattered clouds, featuring numerous buildings and highways, with a mountain rising in the background."
126/1021991911,"The exterior view of a grand mosque with intricate architectural details, large domes, and surrounding landscape."
107/1013927996,A man is lifting a blue barbell while lying on a bench in a gym.
21/7693936,"An autumn forest with trees displaying vibrant orange, yellow, and brown leaves, and a ground covered with fallen leaves."
80/31432675,"A woman in a black swimsuit is floating in clear turquoise water, with her arms outstretched, becoming the central focus of the scene."
43/16681363,An elderly man in a gray and red work uniform is working with sandpaper in a warehouse.
45/17098717,"Peach-colored roses with droplets of water, as if they are in the rain."
13/4987424,A flowing stream surrounded by autumn foliage.
3/1771997,"A collection of fishing equipment including rods, tackle boxes, and nets arranged on a flat surface."
12/4782917,A woman wearing a formal black suit with a white shirt and a tie is positioned in an indoor office setting.
107/1014100253,A small mouse with gray fur is standing on a wooden surface.
141/1028327210,"A woman sitting at a table in a café, holding a smartphone in both hands."
124/1021174084,A young girl is decorating a Christmas tree with ornaments.
43/16315510,A cluster of white plumeria flowers blooming on a green leafy plant.
165/1040610977,"Two elephants stand on a dry, barren landscape, facing each other."
89/1006594276,"A stormy ocean scene with dark clouds overhead and rough waters, with a white sailboat struggling against the waves."
43/16466485,"A branch of a cherry tree in bloom, featuring clusters of pink flowers and fresh green leaves."
1/442465,"The image features vertical blue lines that sparkle with a shimmering effect, enhancing the vibrant blue tones."
109/1014985042,"The image shows a side view of a transparent human skull with the brain highlighted in red, replacing the sinuses."
40/15470515,A painted depiction of a close-up of a finger with red nail polish being applied by a gloved hand in a salon setting.
73/28520806,"A man is sitting at a wooden table in a cozy kitchen, working on a laptop."
189/1056369437,A young woman dressed in business attire is holding a smartphone while engaged in a professional conversation.
95/1009111583,Three colorful Easter eggs are flying through the air against a textured background.
138/1027283708,"A white crayfish is positioned on a green leaf, partially submerged in water with a blurred blue background."
81/31775584,A glowing green helix shape illuminated against a dark background.
0/173350,"A cartoon-style chef in a white chef's jacket and hat is standing upright, giving a thumbs-up."
38/14703889,"A man in a pink tennis outfit stands on a tennis court, holding a tennis racket in a ready stance."
2/1074490,A pregnant woman is measuring her belly with a measuring tape.
159/1037360783,A dog with light gray fur and darker stripes is sitting next to an orange bowl filled with dog food.
121/1020061012,"A man is walking through a lush green rice field, wearing a sleeveless blue dress that falls just above his knees."
126/1021929985,A black keyboard with one key illuminated in yellow.
17/6336395,"A white bowl filled with cornflakes, topped with blueberries and raspberries, is placed on a white surface."
10/4165978,"A couple is taking a photo together, with the woman holding a smartphone and the man beside her."
14/5597369,"A vibrant sunset sky filled with warm hues of orange, red, and yellow, with fluffy clouds illuminated by the setting sun."
72/28076086,A bouquet of red peonies resting on a white tablecloth.
193/1059504725,A butterfly is perched on an orange flower.
148/1031411213,"A cornfield with tall green corn plants on either side of a dirt path, with a sunset visible behind trees in the background."
52/20273518,A frying pan on a gas stove with fish being cooked.
21/7695991,A bottle is pouring alcohol into a glass filled with ice cubes.
189/1056765365,"A drill is being used to craft into a wooden plank, with wood shavings scattered around."
66/26029706,A narrow creek flows through a forested area with autumn foliage along the banks.
13/5067707,"An elderly woman is lying on a couch, wearing a blue and white striped shirt, with a table in her hands."
185/1053688913,A black-and-white image of a cow grazing in a grassy field with trees in the background.
1/583192,"The text 'JOYEUX NOËL!' is displayed in bold white letters on a blue background, with falling snowflakes enhancing the Christmas theme."
11/4410665,A single poppy flower stands tall against a clear blue sky.
98/1010183453,"A close-up view of a sugarcane plant with tall, jointed stalks and broad green leaves in an agricultural field."
26/9576707,"A café is situated in place of a taxi near the Moulin Rouge, with people seated outside enjoying their drinks."
5/2377268,"A close-up view of various vegetables being grilled on a barbecue, including red bell peppers, mushrooms, zucchini, and onion."
149/1032039836,A child is receiving a golden trophy inscribed with 'Best Teacher' from an adult.
75/29576167,"A large, three-dimensional dollar symbol ($) made of dark stone stands amidst a pile of smaller stone fragments, with dark clouds in the background."
111/1015815130,"The man is standing indoors, holding a smartphone in one hand while raising his other fist in a gesture of triumph."
26/9810026,A blue tractor with a loader bucket attachment is positioned in a grassy field.
169/1042921645,A man wearing a black suit and a white shirt is standing in an office environment.
10/4094320,"A large group of pigeons in various colors is gathered on a paved surface, pecking at the ground in a park-like setting."
184/1052893088,"A glass filled with a red drink, possibly a cocktail, with ice cubes floating inside and a paintbrush placed in the glass."
11/4515923,A sound wave visualization displayed in a rainbow spectrum against a black background.
8/3321593,A waterfall cascades down rocks surrounded by dense jungle foliage.
2/974152,The grass is covered with a layer of white snow.
5/2494148,"A group of pine trees stands in a field, their conical shapes silhouetted against a gradient sky."
