target,tar_desc,enriched_desc
75/29362792,"A grove of tall, slender trees with lush green foliage, creating a dense and serene forest environment.","[""A grove of trees replacing bamboo"", ""Transforming bamboo into a tree grove"", ""From bamboo to a tree-filled grove"", ""Bamboo replaced by a tree grove"", ""A serene grove of tall trees"", ""Replacing bamboo with a tree grove"", ""A grove of trees instead of bamboo"", ""Bamboo transformed into a tree grove"", ""A peaceful grove of tall trees"", ""From bamboo to a lush tree grove""]"
169/1042921825,"A businessman with a beard and short hair, dressed in a suit and tie, standing in front of a modern office background.","[""Businessman in suit and tie at office"", ""Man in business attire standing in modern office"", ""Professional businessman in formal wear"", ""Dressed-up businessman in office setting"", ""Business professional in modern workspace"", ""Man in suit and tie in office environment"", ""Formal businessman in office backdrop"", ""Businessman in suit and tie in office"", ""Professional in suit and tie in office"", ""Man in business attire in office space""]"
107/1014202271,"A serene sunset over a vast ocean, with the sun partially obscured by clouds, casting a warm glow across the water. Silhouettes of distant landmasses dot the horizon, and the sky transitions from deep blue to golden hues near the sun. The waves gently ripple across the surface of the sea, reflecting the sunlight and creating a tranquil and picturesque scene, enhanced with subtle magical elements like ethereal lights or floating islands.","[""Fantasy sunset over enchanted ocean"", ""Magical clouds over mystical sea"", ""Serene fantasy landscape at dusk"", ""Ethereal glow over fantastical waters"", ""Distant landmasses in a dreamy setting"", ""Tranquil fantasy scene with glowing sun"", ""Subtle magic in a serene seascape"", ""Gentle waves under a fairy-tale sky"", ""Ethereal lights over a fantastical ocean"", ""Floating islands in a magical sunset""]"
103/1012431224,A moth perched on a wildflower.,"[""Moth resting on a wildflower"", ""Wildflower with a moth perched on it"", ""A moth on a blooming wildflower"", ""Moth on a flower in nature"", ""Wildflower with a moth on it"", ""Moth on a vibrant wildflower"", ""A moth on a colorful wildflower"", ""Moth on a wildflower in bloom"", ""Wildflower with a moth on its petals"", ""Moth on a wildflower in the wild""]"
188/1055515304,A sailing boat with sails and rigging is floating on calm water.,"[""Sailing boat with sails on calm waters"", ""Calm waters with a sailing boat"", ""Boat with sails floating on tranquil sea"", ""Sailing rigging on a peaceful boat"", ""Sailing boat with sails in serene waters"", ""Boat with rigging and sails on calm sea"", ""Sailing boat with sails on still water"", ""Calm sea with a sailing boat"", ""Sailing rigging on a boat in calm waters"", ""Boat with sails and rigging on peaceful sea""]"
3/1638820,"A woman standing in the water at the Dead Sea, Israel. She is shirtless, with her back facing the camera, and appears to be enjoying the water. The background features a clear blue sky and mountains in the distance. The water is calm, and she seems relaxed, occasionally moving her arms and legs slightly.","[""Woman standing in the water at the Dead Sea"", ""Relaxed woman enjoying the Dead Sea"", ""Woman with back to camera in the water"", ""Calm woman at the Dead Sea, Israel"", ""Woman standing shirtless in the water"", ""Woman relaxing in the Dead Sea waters"", ""Woman with arms and legs in the water"", ""Woman enjoying the Dead Sea's calm waters"", ""Woman standing in the water with mountains behind"", ""Woman relaxing by the Dead Sea with clear sky""]"
68/26729524,"A yellow butterfly is perched on a thin branch, likely on a tree.","[""Butterfly resting on a thin branch"", ""Yellow butterfly on a tree branch"", ""Tree branch with a butterfly perched"", ""Butterfly on a thin tree branch"", ""Thin branch with a butterfly on it"", ""Butterfly on a tree branch"", ""Tree branch with a butterfly"", ""Butterfly on a thin branch"", ""Butterfly on a tree branch"", ""Thin branch with a butterfly""]"
144/1029943025,"A person is arranging a bouquet of white roses, hydrangeas, and eucalyptus leaves, holding it in place by a metal stand. The person's hands are visible as they adjust the bouquet, ensuring the flowers are properly positioned and secured.","[""Person adjusts white bouquet on metal stand"", ""White roses and hydrangeas arranged by hands"", ""Bouquet of white flowers held by metal stand"", ""Adjusting white bouquet with eucalyptus leaves"", ""Person secures white flowers with hands"", ""White roses and hydrangeas in metal stand"", ""Flowers adjusted by hands for proper positioning"", ""Metal stand holds bouquet of white flowers"", ""Person ensures white bouquet is secure"", ""White flowers in metal stand being adjusted""]"
176/1046980672,A gradient background transitioning from dark red to teal.,"[""Gradient background shifts from dark red to teal"", ""Screen displays a smooth transition from red to teal"", ""Text fades into a vibrant red and teal backdrop"", ""Background changes from dark red to a cool teal"", ""Screen shows a seamless red-to-teal color shift"", ""Text appears against a gradient background of red and teal"", ""A dynamic transition from dark red to teal on screen"", ""The background evolves from red to a calming teal"", ""Text overlays a gradient background of red and teal"", ""Screen features a gradient effect from dark red to teal""]"
12/4848590,"Santa Claus is dancing joyfully, moving his arms and body rhythmically, maintaining his cheerful expression throughout the sequence.","[""Santa Claus dances joyfully with Christmas tree behind"", ""Dancing Santa Claus with festive decorations around"", ""Cheerful Santa Claus moves to music with holiday spirit"", ""Santa Claus dances with Christmas tree and wreath"", ""Joyful Santa Claus moves arms and body rhythmically"", ""Dancing Santa Claus with Christmas tree and gifts"", ""Santa Claus dances with Christmas tree and wreath"", ""Festive Santa Claus moves to music with holiday cheer"", ""Santa Claus dances with Christmas tree and wreath"", ""Dancing Santa Claus with Christmas tree and gifts""]"
44/17062357,"The water surface becomes turbulent, with more pronounced ripples, waves, and irregular patterns.","[""Water surface turns turbulent with ripples and waves"", ""Turbulent water creates dynamic patterns and ripples"", ""Rough water surface with pronounced waves and irregular patterns"", ""Turbulence brings chaotic ripples and wave formations"", ""Water becomes turbulent with visible ripples and waves"", ""Irregular water patterns emerge due to turbulence"", ""Turbulent water surface with pronounced waves"", ""Dynamic water movement with ripples and irregular patterns"", ""Turbulent water with more pronounced ripples and waves"", ""Water surface becomes chaotic with ripples and waves""]"
176/1046957632,"The word 'LIFE' is written in the sand using a stick, and a wave washes over it, erasing the letters. The video ends with a shot of clear water showing small pebbles at the bottom.","[""Word 'LIFE' written in sand by stick"", ""Stick draws 'LIFE' in sand, washed away by wave"", ""Wave erases 'LIFE' written in sand"", ""Clear water reveals pebbles after wave washes away 'LIFE'"", ""Sand shows 'LIFE' before wave washes it away"", ""Wave washes over 'LIFE' written in sand"", ""Small pebbles visible in clear water after wave"", ""Wave erases 'LIFE' written in sand"", ""Clear water displays pebbles after wave washes away 'LIFE'"", ""Wave washes over 'LIFE' written in sand, leaving pebbles""]"
48/18331330,A man walking along a railway track in a scenic mountainous area.,"[""Man walking on railway track in mountains"", ""Scenic mountain walk along railway track"", ""Man strolls along railway track in mountains"", ""Railway track walk in picturesque mountain setting"", ""Man enjoys scenic mountain railway track"", ""Mountain railway track walk featuring a man"", ""Man's journey along railway track in mountains"", ""Man's scenic mountain railway track walk"", ""Man's railway track walk amidst mountains"", ""Man's picturesque mountain railway track stroll""]"
123/1020720889,The globe highlights China instead of Japan.,"[""Globe shifts focus to China"", ""China highlighted on the globe"", ""Transition from Japan to China"", ""Globe now shows China"", ""Focus changes from Japan to China"", ""China replaces Japan on the globe"", ""Globe updates to China"", ""Japan replaced by China on the globe"", ""Globe now displays China"", ""China takes over Japan on the globe""]"
36/13653869,"Green ink swirling and diffusing in water, creating intricate patterns and shapes.","[""Green ink swirling in water"", ""Ink diffusing into water"", ""Intricate patterns from green ink"", ""Swirling green ink in water"", ""Diffusion of green ink"", ""Ink creating shapes in water"", ""Green ink forming patterns"", ""Water with green ink swirling"", ""Ink diffusing and forming designs"", ""Intricate designs from green ink""]"
4/2068832,"The ocean waves become more turbulent, with increased ripples and splashes, simulating the movement of water rushing into the frame.","[""Ocean waves grow more turbulent with water rushing in"", ""Increased ripples and splashes simulate water rushing in"", ""Water rushes in, creating more turbulent waves"", ""Rippling water simulates rushing in to the frame"", ""More turbulent waves with splashes indicating water rushing in"", ""Water rushes in, causing increased ripples and splashes"", ""Rushing water creates more turbulent ocean waves"", ""Water rushing in causes increased ripples and splashes"", ""More turbulent waves due to water rushing in"", ""Rippling water simulates the effect of water rushing in""]"
